PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

1010 EAST 178TH STREET

## TOTAL UNITS: 220

**Borough:** BRONX

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 3021450028 |  |  | 65 SOUTH 10TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 |  |
| 3021450026 |  |  | 67 SOUTH 10TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 | 3000000 |
| 3021450017 |  |  | 74 SOUTH 9TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 | 3000000 |
| 3021450027 |  |  | 65A SOUTH 10TH STREET |  | 0 |  |  |  |  | 3000000 |
| 3021450018 | 1 |  | 71 SOUTH 10TH STREET | 11249 | 1 | 07 |  | 50 | 34 |  |
| 3021450018 | 1 | M | 440 BERRY STREET | 11249 | 1 |  | 18 | 50 | 34 | 3341979 |
| 3021450008 | 2 | M | 46 SOUTH 9TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 | 3341979 |
| 3021450008 | 2 | M | 50 SOUTH 9TH STREET | 11249 | 1 | 07 07 | 18 18 | 50 | 34 | 3341978 |
| 3021450008 | 2 | M | 54 SOUTH 9TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 | 3427270 |
| 3021450008 | 2 | M | 58 SOUTH 9TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 | 3427271 |
| 3021560007 | 3 | M | 46 SOUTH 10TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 | 3427272 3255961 |
| 3021560007 | 3 | M | 48 SOUTH 10TH STREET | 11249 11249 | 1 | 07 | 18 | 50 | 34 | 3255964 |
| 3021560007 | 3 | M | 52 SOUTH 10TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 | 3255965 |
| 3021560007 | 3 | M | 56 SOUTH 10TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 | 3255967 |
| 3021560007 | 3 | M | 60 SOUTH 10TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 | 3346891 |
| 3021560007 | 3 | M | 64 SOUTH 10TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 | 3346892 |
| 3021570006 | 4 | M | 84 SOUTH 10TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 | 3255977 |
| 3021570006 | 4 | M | 88 SOUTH 10TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 | 3255982 |
| 3021570006 | 4 | M | 92 SOUTH 10TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 | 3346893 |
| 3021570006 | 4 | M | 96 SOUTH 10TH STREET | 11249 | 1 | 07 | 18 | 50 | 34 | 3346894 |

## TOTAL UNITS: 309

## TRANSFERRED DATE:

## BETANCES I

**Borough:** BRONX

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2022690100 | 1 |  | 510 EAST 144TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2090994 |
| 2022690100 | 1 | M | 400 BROOK AVENUE | 10454 | 1 | 14 | 29 | 84 | 08 | 2090994 |
| 2022690100 | 1 |  | 404 BROOK AVENUE | 10454 | 1 | 14 | 29 | 84 | 08 | 2090994 |
| 2022690100 | 10 | M | 550 EAST 144TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2116422 |

Notes: BBL =BoroughBlockLot M = Residential Mailing Address

---

PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

| 2022690100 | 11 | M | 540 EAST 144TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2116423 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2022690100 | 12 | M | 530 EAST 144TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2090990 |
| 2022690100 | 13 | M | 520 EAST 144TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2116424 |
| 2022690100 | 2 | M | 511 EAST 143RD STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2090992 |
| 2022690100 | 3 | M | 515 EAST 143RD STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2116416 |
| 2022690100 | 4 | M | 525 EAST 143RD STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2116417 |
| 2022690100 | 5 | M | 531 EAST 143RD STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2116418 |
| 2022690100 | 6 | M | 535 EAST 143RD STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2116419 |
| 2022690100 | 7 | M | 545 EAST 143RD STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2116420 |
| 2022690100 | 8 |  | 555 EAST 143RD STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2090993 |
| 2022690100 | 8 | M | 551 EAST 143RD STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2090993 |
| 2022690100 | 8 |  | 401 SAINT ANNS AVENUE | 10454 | 1 | 14 | 29 | 84 | 08 | 2090993 |
| 2022690100 | 9 | M | 560 EAST 144TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2090991 |

## BETANCES II, 13

| Borough:BRONX                      TOTAL UNITS:51             TDS # 518               TRANSFERRED DATE:    11/16/2018 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2025680012 | 3 |  | 690 EAST 140TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2091293 |
| 2025680012 | 3 | M | 700 EAST 140TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2091293 |

## TOTAL UNITS: 78

## BETANCES II, 18

**Borough:** BRONX

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2022820057 | 1 | M | 443 EAST 137TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2000264 |
| 2022820057 | 1 | M | 453 EAST 137TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2000264 |
| 2022820057 | 1 | M | 455 EAST 137TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2000264 |
| 2022820057 | 1 | M | 463 EAST 137TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2000264 |
| 2022810010 | 2 | M | 416 EAST 137TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2091008 |
| 2022810010 | 2 |  | 408 EAST 137TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2091008 |

## TOTAL UNITS: 46

## BETANCES II, 9A

**Borough:** BRONX

| : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2022710001 | 4 | M | 505 EAST 144TH STREET | 10454 | 1 | 15 | 29 | 84 | 08 | 2000102 |
| 2022710001 | 4 | M | 509 EAST 144TH STREET | 10454 | 1 | 15 | 29 | 84 | 08 | 2000102 |
| 2022710001 | 4 | M | 517 EAST 144TH STREET | 10454 | 1 | 15 | 29 | 84 | 08 | 2000102 |
| 2022710001 | 4 |  | 511 EAST 144TH STREET | 10454 | 1 | 15 | 29 | 84 | 08 | 2000102 |

## BETANCES III, 13

| Borough:BRONX                      TOTAL UNITS:22             TDS # 520               TRANSFERRED DATE:    11/16/2018 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2025680012 | 4 | M | 695 EAST 139TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2091292 |
| 2025680012 | 5 | M | 699 EAST 139TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2091291 |

## TOTAL UNITS: 19

## BETANCES III, 18

**Borough:** BRONX

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2022810055 |  |  | 451 EAST 136TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2000000 |
| 2022810010 | 6 | M | 411 EAST 136TH STREET | 10454 | 1 | 14 | 29 | 84 | 08 | 2091009 |

---

## BETANCES III, 9A

| Borough:BRONX                      TOTAL UNITS:26             TDS # 222               TRANSFERRED DATE:    11/16/2018 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2022710020 | 2 | M | 427 SAINT ANNS AVENUE | 10454 | 1 | 15 | 29 | 84 | 08 | 2090998 |
| 2022710020 | 3 | M | 423 SAINT ANNS AVENUE | 10454 | 1 | 15 | 29 | 84 | 08 | 2090997 |

## TOTAL UNITS: 282

BETANCES IV

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2022870135 | 1 | M | 480 EAST 143RD STREET | 10454 | 1 | 15 | 29 | 84 | 08 | 2000433 |
| 2022870135 | 1 |  | 490 EAST 143RD STREET | 10454 | 1 | 15 | 29 | 84 | 08 | 2000433 |
| 2022910023 | 2 | M | 433 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091087 |
| 2022910023 | 2 | M | 435 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091087 |
| 2022910023 | 2 | M | 437 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091087 |
| 2022910023 | 2 | M | 439 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091087 |
| 2022910023 | 2 | M | 441 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091087 |
| 2022720005 | 3 | M | 511 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2000103 |
| 2022720005 | 3 |  | 513 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2000103 |
| 2022910023 | 4 | M | 417 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091071 |
| 2022910023 | 4 | M | 419 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091071 |
| 2022910023 | 4 | M | 421 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091071 |
| 2022910023 | 4 | M | 423 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091071 |
| 2022910023 | 4 | M | 425 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091071 |
| 2022910023 | 4 | M | 427 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091071 |
| 2022910023 | 4 | M | 429 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091071 |
| 2022910023 | 4 | M | 431 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091071 |
| 2022720038 | 5 | M | 545 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2093912 |
| 2022720038 | 5 |  | 537 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2093912 |
| 2022720038 | 5 |  | 547 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2093912 |
| 2022720038 | 5 |  | 527 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2093912 |
| 2022720005 | 6 |  | 512 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2090711 |
| 2022720005 | 6 | M | 510 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2090711 |
| 2022720038 | 7 |  | 528 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2093913 |
| 2022720038 | 7 | M | 530 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2093913 |
| 2022910050 | 8 | M | 455 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2000513 |

## BETANCES V

**Borough:** BRONX

| Borough:BRONX                     TOTAL UNITS:100           TDS # 231              TRANSFERRED DATE:    11/16/2018 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2022870026 |  |  | 450 EAST 143RD STREET | 10454 | 1 | 15 | 29 | 84 | 08 | 2129390 |
| 2022720005 | 1 | M | 521 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2090712 |
| 2022720005 | 2 | M | 525 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2090713 |
| 2022720038 | 3 | M | 521 EAST 145TH STREET | 10454 | 1 | 15 | 29 | 84 | 08 | 2093909 |
| 2022720038 | 3 |  | 525 EAST 145TH STREET | 10454 | 1 | 15 | 29 | 84 | 08 | 2093909 |
| 2022910023 | 6 | M | 409 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091085 |
| 2022910023 | 6 |  | 411 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091085 |
| 2022910023 | 7 | M | 413 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091070 |
| 2022910023 | 7 |  | 415 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091070 |
| 2022910023 | 8 | M | 445 EAST 146TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2091092 |

---

## PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

## BETANCES VI

## TOTAL UNITS: 155

**Borough:** BRONX

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2022910001 | 1 | M | 400 EAST 147TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2109608 |
| 2022910030 | 2 | M | 460 EAST 147TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2000508 |
| 2022720119 | 3 | M | 550 EAST 147TH STREET | 10455 | 1 | 15 | 29 | 84 | 08 | 2116543 |
| 2022910001 | 4 |  | 474 WILLIS AVENUE | 10455 | 1 | 15 | 29 | 84 | 08 | 2000000 |
| 2022720119 | 5 |  | 465 SAINT ANNS AVENUE | 10455 | 1 | 15 | 29 | 84 | 08 | 2093910 |

## TOTAL UNITS: 210

## BETHUNE GARDENS

**Borough:** MANHATTAN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 1021070059 | 1 | M | 1945 AMSTERDAM AVENUE | 10032 | 12 | 13 | 31 | 71 | 10 | 1062490 |
| 1021070059 | 1 |  | 1947 AMSTERDAM AVENUE | 10032 | 12 | 13 | 31 | 71 | 10 | 1062490 |
| 1021070059 | 1 |  | 1943 AMSTERDAM AVENUE | 10032 | 12 | 13 | 31 | 71 | 10 | 1062490 |
| 1021070059 | 1 |  | 1949 AMSTERDAM AVENUE | 10032 | 12 | 13 | 31 | 71 | 10 | 1062490 |

## BOSTON ROAD PLAZA

**Borough:** BRONX

| Borough:BRONX                      TOTAL UNITS:235            TDS # 189               TRANSFERRED DATE:     9/26/2024 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2044310001 | 1 | M | 2440 BOSTON ROAD | 10467 | 11 | 15 | 33 | 80 | 13 | 2093400 |
| 2044310001 | 1 |  | 2430 BOSTON ROAD | 10467 | 11 | 15 | 33 | 80 | 13 | 2093400 |
| 2044310001 | 2 |  | 2424 BOSTON ROAD | 10467 | 11 | 15 | 33 | 80 | 13 | 2093401 |

## TOTAL UNITS: 538

## BOSTON SECOR

**Borough:** BRONX

| BBL 2052630040 | BLDG# 1 | M M | ADDRESS 3475 BIVONA STREET | ZIP CODE 10475 | CD # 12 | FC # 16 | SS # 36 | SA # 83 | CC # 12 | BIN# 2093876 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2052630040 | 1 |  | 3485 BIVONA STREET | 10475 | 12 | 16 | 36 | 83 | 12 | 2093876 |
| 2052630040 | 2 |  | 3545 BIVONA STREET | 10475 | 12 | 16 | 36 | 83 | 12 | 2093875 |
| 2052630040 | 2 | M | 3555 BIVONA STREET | 10475 | 12 | 16 | 36 | 83 | 12 | 2093875 |
| 2052630040 | 2 |  | 3565 BIVONA STREET | 10475 | 12 | 16 | 36 | 83 | 12 | 2093875 |
| 2052630070 | 3 |  | 3570 BIVONA STREET | 10475 | 12 | 16 | 36 | 83 | 12 | 2093879 |
| 2052630070 | 3 |  | 3580 BIVONA STREET | 10475 | 12 | 16 | 36 | 83 | 12 | 2093879 |
| 2052630070 | 3 |  | 3560 BIVONA STREET | 10475 | 12 | 16 | 36 | 83 | 12 | 2093879 |
| 2052630070 | 3 |  | 3540 BIVONA STREET | 10475 | 12 | 16 | 36 | 83 | 12 | 2093877 |
| 2052630070 | 3 | M | 3550 BIVONA STREET | 10475 | 12 | 16 | 36 | 83 | 12 | 2093879 |
| 2052630070 | 4 |  | 2185 REEDS MILL LANE | 10475 | 12 | 16 | 36 | 83 | 12 | 2093877 |
| 2052630070 | 4 | M | 2175 REEDS MILL LANE | 10475 | 12 | 16 | 36 | 83 | 12 | 2093877 |
| 2052630070 | 5 |  | 2185GAR REEDS MILL LANE | 10475 | 12 | 16 | 36 | 83 | 12 |  |
| 2052630070 | 6 |  | 3540 BIVONA STREET | 10475 | 12 | 16 | 36 | 83 | 12 | 2112981 2093877 |

## TOTAL UNITS: 1,441

BOULEVARD

**Borough:** BROOKLYN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3043550001 | 1 | M | 785 SCHENCK AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324285 |
| 3043550001 | 1 |  | 2150 LINDEN BOULEVARD | 11207 | 5 | 08 | 19 | 60 | 42 | 3324285 |
| 3043550001 | 1 | M | 797 SCHENCK AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324285 |
| 3043550001 | 10 | M | 842 ASHFORD STREET | 11207 | 5 | 08 | 19 | 60 | 42 | 3324288 |
| 3043550001 | 10 | M | 854 ASHFORD STREET | 11207 | 5 | 08 | 19 | 60 | 42 | 3324288 |
| 3043550001 | 10 |  | 773 STANLEY AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324288 |

Notes: BBL =BoroughBlockLot M = Residential Mailing Address

---

PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

| 3043770001 | 11 | M | 845 SCHENCK AVENUE | 11207 |  | 5 08 | 19 | 60 | 42 | 3324162 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3043770001 | 11 | M | 857 SCHENCK AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324162 |
| 3043770001 | 12 | M | 881 SCHENCK AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324276 |
| 3043770001 | 12 | M | 893 SCHENCK AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324276 |
| 3043770001 | 13 |  | 726 STANLEY AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324277 |
| 3043770001 | 13 | M M | 738 STANLEY AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324277 |
| 3043770001 3043770001 | 13 | M | 740 STANLEY AVENUE 359 WORTMAN AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324277 |
| 3043770001 | 14 | M |  | 11207 | 5 | 08 | 19 | 60 | 42 | 3324279 |
| 3043770001 | 14 | M | 357 WORTMAN AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324279 |
| 3043770001 | 15 | M | 756 STANLEY AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324278 |
| 3043770001 | 15 |  | 758 STANLEY AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324278 |
|  | 15 |  | 772 STANLEY AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324278 |
| 3043770001 | 16 | M | 363 WORTMAN AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324280 |
| 3043770001 | 16 | M | 361 WORTMAN AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324280 |
| 3043770001 | 17 | M | 872 ASHFORD STREET | 11207 | 5 | 08 | 19 | 60 | 42 | 3324274 |
| 3043770001 | 17 | M | 884 ASHFORD STREET | 11207 | 5 | 08 | 19 | 60 | 42 | 3324274 |
| 3043770001 | 18 | M | 908 ASHFORD STREET | 11207 | 5 | 08 | 19 | 60 | 42 | 3324275 |
| 3043770001 | 18 | M | 920 ASHFORD STREET | 11207 | 5 | 08 | 19 | 60 | 42 | 3324275 |
| 3043550001 | 2 | M | 817 SCHENCK AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324293 |
| 3043550001 | 2 | M | 829 SCHENCK AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324293 |
| 3043550001 | 3 | M | 2156 LINDEN BOULEVARD | 11207 | 5 | 08 | 19 | 60 | 42 | 3324289 |
| 3043550001 | 4 | M | 807 SCHENCK AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324292 |
| 3043550001 | 5 | M | 725 STANLEY AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324294 |
| 3043550001 | 6 | M | 2202 LINDEN BOULEVARD | 11207 | 5 | 08 | 19 | 60 | 42 | 3324290 |
| 3043550001 | 7 | M | 830 ASHFORD STREET | 11207 | 5 | 08 | 19 | 60 | 42 | 3324287 |
| 3043550001 | 8 | M | 765 STANLEY AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324295 |
| 3043550001 | 9 |  | 828 ASHFORD STREET | 11207 | 5 | 08 | 19 | 60 | 42 | 3324286 |
| 3043550001 | 9 |  | 812 ASHFORD STREET | 11207 | 5 | 08 | 19 | 60 | 42 | 3324286 |
| 3043550001 | 9 | M | 804 ASHFORD STREET | 11207 | 5 | 08 | 19 | 60 | 42 | 3324286 |
| 3043550001 | 9 | M | 816 ASHFORD STREET | 11207 | 5 | 08 | 19 | 60 | 42 | 3324286 |

<u>BUSHWICK II (GROUPS A &#38; C)</u>

## BUSHWICK II (GROUPS A & C)

| BROOKLYN Borough: BBL | BROOKLYN Borough: BLDG# | BROOKLYN Borough: M | 300 TOTAL UNITS: ADDRESS | 302 TDS # : ZIP CODE | TRANSFERRED DATE: CD # | TRANSFERRED DATE: FC # | TRANSFERRED DATE: SS # | TRANSFERRED DATE: SA # | 7/18/2019 CC # | 7/18/2019 BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3034100033 | 1 | M | 580 CENTRAL AVENUE | 11207 | 4 | 07 | 18 | 54 | 37 | 3326292 |
| 3032760001 | 10 | M | 140 HIMROD STREET | 11221 | 4 | 07 | 18 | 53 | 37 | 3325659 |
| 3032760001 | 11 | M | 139 HARMAN STREET | 11221 | 4 | 07 | 18 | 53 | 37 | 3325658 |
| 3032760001 | 12 | M | 251 CENTRAL AVENUE | 11221 | 4 | 07 | 18 | 53 | 37 | 3325657 |
| 3032750047 | 13 | M | 270 CENTRAL AVENUE | 11221 | 4 | 07 | 18 | 53 | 37 | 3074721 |
| 3032850049 | 14 | M | 290 CENTRAL AVENUE | 11221 | 4 | 07 | 18 | 53 | 37 | 3075041 |
| 3032960046 | 15 | M | 310 CENTRAL AVENUE | 11221 | 4 | 07 | 18 | 53 | 37 | 3075382 |
| 3032860001 | 16 | M | 250 WILSON AVENUE | 11237 | 4 | 07 | 18 | 53 | 37 | 3325686 |
| 3032860001 | 17 | M | 190 HARMAN STREET | 11221 | 4 | 07 | 18 | 53 | 37 | 3325688 |
| 3032860001 | 18 | M | 1259 GREENE AVENUE | 11221 | 4 | 07 | 18 | 53 | 37 | 3325685 |
| 3032860001 | 19 | M | 140 HARMAN STREET | 11221 | 4 | 07 | 18 | 53 | 37 | 3325687 |
| 3034100033 | 2 | M | 155 ELDERT STREET | 11207 | 4 | 07 | 18 | 54 | 37 | 3326291 |
| 3032860001 | 20 | M | 1229 GREENE AVENUE | 11221 | 4 | 07 | 18 | 53 | 37 | 3325684 |
| 3032860001 | 21 | M | 269 CENTRAL AVENUE | 11221 | 4 | 07 | 18 | 53 | 37 | 3325683 |
| 3032970001 | 22 | M | 270 WILSON AVENUE | 11237 | 4 | 07 | 18 | 53 | 37 | 3325697 |
| 3032970001 | 23 | M | 1280 GREENE AVENUE | 11221 | 4 | 07 | 18 | 53 | 37 | 3325696 |
| 3032970001 | 24 | M | 1240 GREENE AVENUE | 11221 | 4 | 07 | 18 | 53 | 37 | 3325695 |
| 3032970001 | 25 | M | 289 CENTRAL AVENUE | 11221 | 4 | 07 | 18 | 53 | 37 | 3325694 |
| 3034030001 | 3 | M | 595 EVERGREEN AVENUE | 11207 | 4 | 07 | 18 | 54 | 37 | 3078553 |
| 3034100001 | 4 | M | 615 EVERGREEN AVENUE | 11207 | 4 | 07 | 18 | 54 | 37 | 3078789 |
| 3034150039 | 5 | M | 690 EVERGREEN AVENUE | 11207 | 4 | 07 | 18 | 54 | 37 | 3326305 |

---

PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

| 3034090032 | 6 | M | 670 EVERGREEN AVENUE | 11207 | 4 | 07 | 18 | 54 | 37 | 3078774 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3034150039 | 7 | M | 85 COVERT STREET | 11207 | 4 | 07 | 18 | 54 | 37 | 3326315 |
| 3034150039 | 8 | M | 75 COVERT STREET | 11207 | 4 | 07 | 18 | 54 | 37 | 3326314 |
| 3032760001 | 9 | M | 160 HIMROD STREET | 11221 | 4 | 07 | 18 | 53 | 37 | 3325660 |

BUSHWICK II (GROUPS B & D)

| Borough: BROOKLYN |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL 3033320001 | BLDG# 26 | M M | ADDRESS 1201 GATES AVENUE | ZIP CODE 11221 | CD # 4 | FC # 07 | SS # 18 | SA # 54 | CC # 37 | BIN# 3325725 |
| 3033320001 | 27 | M | 415 EVERGREEN AVENUE | 11221 | 4 | 07 | 18 | 54 | 37 |  |
|  |  | M | 431 EVERGREEN AVENUE |  | 4 | 07 | 18 | 54 | 37 | 3325726 |
| 3033410001 | 28 | M | 1210 GATES AVENUE | 11221 11221 | 4 | 07 | 18 | 54 | 37 | 3326139 |
| 3033410001 3033410001 | 29 30 | M | 1230 GATES AVENUE | 11221 | 4 | 07 | 18 | 54 | 37 | 3326140 |
